,county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,county
147,"Lipscomb County, Texas",68.0,1.0,0.014705882352941175,167,3469,1051,2252,18,69,9,0,0,70,3469,1840,1629,268,305,203,248,170,553,316,399,248,229,262,181,87,34.9,932.186,0.29100000000000004,3424,2773,2284,903,651,1256,57,101,80,159,127,236,206,181,68,41,57372,73911,28491,54271,28693,1.4705882352941175,1.960219083309311,4.8140674545978674,3.721360329376326,1,238,286,966,249,524,442,139,1217,2063,1138,268,2939,530,1747,963,672,0.3029691553761891,0.6491784375900836,0.0051888152205246466,0.019890458345344482,0.0025944076102623233,0.0,0.0,0.02017872585759585,0.5304122225425194,0.4695877774574805,0.07725569328336697,0.08792159123666762,0.05851830498702796,0.07149034303833958,0.049005477082732785,0.15941193427500722,0.0910925338714327,0.11501873738829635,0.07149034303833958,0.06601326030556356,0.07552608820985875,0.05217641971749784,0.025079273565869125,0.8098714953271028,0.1901285046728972,0.04538216560509554,0.0804140127388535,0.06369426751592358,0.1265923566878981,0.10111464968152868,0.18789808917197454,0.16401273885350318,0.14410828025477707,0.05414012738853504,0.032643312101910835,0.18949044585987265,0.2277070063694268,0.7691082802547771,0.1982484076433121,0.4171974522292994,0.3519108280254777,0.04006918420294033,0.3508215624099164,0.5946958777745748,0.3280484289420582,0.07725569328336697,0.8472182185067743,0.15278178149322572,0.5036033439031421,0.2776016142980686,0.19371576823292014,Lipscomb County
148,"Live Oak County, Texas",381.0,10.0,0.026246719160104987,1941,12123,4782,6847,336,0,117,0,0,41,12123,6634,5489,655,539,807,767,568,1783,1531,1396,814,840,1372,757,294,42.2,1039.695,0.236,10652,8609,6273,3721,2043,3675,151,305,381,424,383,885,316,548,155,127,55766,67552,24244,49242,39518,2.6246719160104988,3.1427864390002482,16.010888393961892,11.66015033254945,3,837,807,2845,703,1644,1201,41,5276,6650,4422,1051,9700,2423,5119,3741,2969,0.3944568176194012,0.5647941928565536,0.02771591190299431,0.0,0.009651076466221232,0.0,0.0,0.0033820011548296625,0.5472242844180484,0.4527757155819517,0.05402953064422997,0.04446094201105337,0.06656768126701311,0.06326816794522808,0.046853089169347516,0.14707580631856798,0.12628887239132228,0.11515301493029778,0.0671450960983255,0.06928977975748576,0.11317330693722676,0.06244328961478182,0.02425142291512002,0.8082050319188885,0.19179496808111152,0.04108843537414966,0.08299319727891158,0.1036734693877551,0.11537414965986395,0.10421768707482994,0.24081632653061225,0.08598639455782313,0.1491156462585034,0.04217687074829932,0.0345578231292517,0.22775510204081634,0.21959183673469387,0.7741496598639456,0.19129251700680272,0.4473469387755102,0.3268027210884354,0.0033820011548296625,0.4352058071434464,0.5485440897467624,0.3647611977233358,0.08669471252990184,0.8001319805328714,0.1998680194671286,0.4222552173554401,0.3085869834199456,0.2449063763094944,Live Oak County
149,"Llano County, Texas",172.0,3.0,0.017441860465116282,4308,20640,2113,17880,26,28,82,0,0,511,20640,10138,10502,796,886,811,715,870,1804,1431,2432,1363,2114,3982,2674,762,57.6,934.052,0.263,20429,17006,12501,9925,3423,8491,483,461,844,1059,1192,1478,995,1056,427,496,52178,82567,35822,42361,36338,1.7441860465116283,0.8333333333333334,20.872093023255815,22.09727081575758,1,1788,2251,6512,1483,4039,2473,539,2760,7313,9891,3436,13222,7418,5882,5226,8770,0.10237403100775194,0.8662790697674418,0.00125968992248062,0.0013565891472868215,0.003972868217054264,0.0,0.0,0.024757751937984497,0.4911821705426356,0.5088178294573643,0.03856589147286822,0.042926356589147285,0.039292635658914735,0.03464147286821705,0.042151162790697666,0.0874031007751938,0.06933139534883721,0.11782945736434107,0.06603682170542635,0.10242248062015503,0.19292635658914728,0.12955426356589148,0.036918604651162784,0.8324440745998336,0.16755592540016642,0.05688375927452598,0.05429278059121423,0.099399364032505,0.12472029207396068,0.14038393593216347,0.1740666588152161,0.11718289954069015,0.1243669767989636,0.05028854080791426,0.05841479213284655,0.2105759038982452,0.2651042280061241,0.7669296902602756,0.17465551760687786,0.4756801319043693,0.2912495583559063,0.026114341085271317,0.13372093023255813,0.3543120155038761,0.4792151162790698,0.16647286821705426,0.6406007751937984,0.3593992248062016,0.2849806201550388,0.25319767441860463,0.4249031007751938,Llano County
150,"Loving County, Texas",0.0,0.0,,9,102,16,83,0,3,0,0,0,0,102,58,44,19,5,0,0,3,11,11,0,14,14,22,3,0,55.4,668.818,0.294,102,91,88,25,11,33,0,3,0,3,3,6,2,16,0,0,81875,75148,23546,101667,61250,,0.0,8.823529411764708,0.1525078571449931,1,3,6,17,16,9,8,3,19,49,50,3,77,25,38,25,39,0.1568627450980392,0.8137254901960784,0.0,0.029411764705882356,0.0,0.0,0.0,0.0,0.5686274509803921,0.4313725490196079,0.1862745098039216,0.04901960784313725,0.0,0.0,0.029411764705882356,0.10784313725490197,0.10784313725490197,0.0,0.13725490196078433,0.13725490196078433,0.21568627450980396,0.029411764705882356,0.0,0.8921568627450981,0.10784313725490197,0.0,0.09090909090909093,0.0,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.060606060606060615,0.4848484848484849,0.0,0.0,0.09090909090909093,0.18181818181818185,0.5151515151515151,0.4848484848484849,0.2727272727272727,0.24242424242424246,0.029411764705882356,0.1862745098039216,0.4803921568627451,0.4901960784313725,0.029411764705882356,0.7549019607843137,0.24509803921568624,0.3725490196078432,0.24509803921568624,0.38235294117647056,Loving County
151,"Lubbock County, Texas",16911.0,165.0,0.00975696292354089,113428,301454,105514,162667,20528,1067,6328,182,223,4945,301454,148631,152823,20437,19739,20780,25447,37594,44283,34465,31396,16549,14674,20375,11331,4384,30.7,895.6039999999997,0.315,297274,257051,201564,85161,40223,112185,10219,5492,12064,12034,15870,19608,13614,13681,4690,4913,50473,71043,27089,45699,35418,0.9756962923540892,5.609811115460402,37.62696796194444,336.59295849504923,3,27775,27904,88901,18371,55679,33222,6417,138787,202745,82994,15715,265364,36090,168280,82410,46380,0.3500169180040736,0.5396080330664048,0.0680966250240501,0.0035395118326510843,0.020991594074054414,0.0006037405375281138,0.0007397480212569745,0.016403829439980894,0.4930470320513246,0.5069529679486754,0.06779475475528604,0.0654793102761947,0.06893257346062749,0.0844142058158127,0.12470891081226325,0.14689803419427178,0.11432921772476068,0.10414855997930032,0.0548972645909492,0.04867741015212935,0.0675890849018424,0.03758782434467613,0.01454284899188599,0.8646938514636329,0.13530614853636713,0.09109060926148772,0.04895485136159023,0.10753665819851138,0.10726924276864107,0.14146276240139055,0.17478272496323038,0.12135312207514372,0.12195034986852075,0.04180594553639078,0.04379373356509337,0.2475821188215893,0.24873200517003166,0.7924499710299951,0.16375629540491152,0.49631412399162106,0.2961358470383741,0.021286829831417064,0.4603919669335952,0.6725570070392166,0.2753123196242213,0.052130673336562135,0.8802802417615955,0.11971975823840453,0.5582277893144559,0.2733750422950102,0.15385431939864788,Lubbock County
152,"Lynn County, Texas",163.0,5.0,0.030674846625766868,1887,5808,2751,2852,61,21,43,4,0,76,5808,2977,2831,393,480,434,406,290,692,690,716,361,368,519,364,95,38.2,891.867,0.261,5766,4755,3221,2261,1011,2133,184,184,283,202,339,290,171,300,66,114,43524,66719,25279,40344,31563,3.0674846625766867,2.8064738292011024,32.489669421487605,6.512181749072451,2,651,541,1653,366,1192,461,101,2956,3385,1964,459,4830,978,2695,1767,1251,0.4736570247933885,0.4910468319559229,0.010502754820936641,0.003615702479338843,0.007403581267217631,0.0006887052341597796,0.0,0.013085399449035813,0.5125688705234159,0.48743112947658396,0.06766528925619834,0.08264462809917356,0.0747245179063361,0.06990358126721763,0.04993112947658402,0.11914600550964187,0.118801652892562,0.12327823691460055,0.062155647382920114,0.06336088154269973,0.0893595041322314,0.06267217630853994,0.01635674931129476,0.8246618106139438,0.1753381893860562,0.08626347866854196,0.08626347866854196,0.1326769807782466,0.0947022972339428,0.1589310829817159,0.13595874355368026,0.08016877637130802,0.14064697609001406,0.030942334739803092,0.05344585091420535,0.3052039381153305,0.2536333802156587,0.7749648382559775,0.17158931082981715,0.5588373183309893,0.21612751992498827,0.017389807162534434,0.5089531680440771,0.5828168044077136,0.3381542699724518,0.07902892561983471,0.8316115702479339,0.1683884297520661,0.4640151515151515,0.3042355371900827,0.21539256198347104,Lynn County
153,"Madison County, Texas",753.0,6.0,0.00796812749003984,1028,14128,3230,7815,2111,27,441,26,14,464,14128,8127,6001,648,978,948,565,1300,2721,1889,1597,608,812,1102,742,218,34.7,466.065,0.298,10531,9029,6486,3820,1502,4201,276,265,530,579,472,808,315,676,170,110,49428,65516,17856,46455,26530,0.796812749003984,5.329841449603625,7.276330690826727,30.313368306995805,3,1071,1051,3245,846,2122,1123,531,6313,9049,4119,960,12066,2062,7160,4094,2656,0.22862400906002264,0.5531568516421291,0.14941959229898075,0.0019110985277463195,0.03121460928652322,0.001840317100792752,0.000990939977349943,0.03284258210645526,0.5752406568516422,0.4247593431483579,0.04586636466591167,0.0692242355605889,0.06710079275198189,0.03999150622876557,0.0920158550396376,0.1925962627406569,0.1337061155152888,0.11303793884484713,0.04303510758776897,0.05747451868629672,0.07800113250283126,0.052519818799547,0.015430351075877691,0.8573734688063812,0.14262653119361884,0.0656986431801952,0.06308021899547726,0.12616043799095453,0.13782432754106164,0.11235420138062366,0.1923351582956439,0.07498214710783146,0.1609140680790288,0.040466555582004286,0.026184241847179244,0.25493930016662697,0.2501785289216853,0.7724351344917877,0.2013806236610331,0.5051178290883123,0.26731730540347537,0.03758493771234428,0.4468431483578709,0.6405011325028312,0.2915486976217441,0.06795016987542468,0.8540486976217441,0.14595130237825596,0.5067950169875425,0.2897791619479049,0.18799546998867495,Madison County
154,"Marion County, Texas",170.0,14.0,0.08235294117647059,10893,10083,406,7142,2361,43,0,38,0,93,10083,4915,5168,435,536,554,606,379,911,1016,1367,851,884,1500,896,148,50.1,380.884,0.446,9954,8722,5681,4726,1232,4459,468,398,689,543,781,552,398,279,128,223,37283,60527,27052,43750,30370,8.235294117647058,1.6860061489636022,108.0333234156501,26.47262683651716,1,1555,1324,3829,407,2879,950,174,2941,4437,4602,1044,7539,2544,3421,3234,3280,0.0402657939105425,0.7083209362292968,0.23415650104135674,0.0042646037885549935,0.0,0.00376871962709511,0.0,0.009223445403153823,0.487454130715065,0.5125458692849351,0.04314192204700982,0.053158782108499454,0.054943965089755034,0.060101160368937825,0.03758801943865913,0.09035009421799067,0.10076366160864822,0.135574729743132,0.08439948428047209,0.08767231974610731,0.1487652484379649,0.08886244173361102,0.014678171179212537,0.8762306610407876,0.12376933895921237,0.10495626822157436,0.08925768109441579,0.15451895043731778,0.1217761830006728,0.17515137923301188,0.1237945727741646,0.08925768109441579,0.06257008297824625,0.028705987889661364,0.0500112132765194,0.3487328997533079,0.29692756223368466,0.858712715855573,0.0912760708679076,0.6456604619869926,0.2130522538685804,0.017256768818803926,0.2916790637707032,0.4400476048795002,0.4564117822076763,0.10354061291282356,0.7476941386492115,0.2523058613507885,0.33928394327085193,0.3207378756322523,0.3253000099176832,Marion County
155,"Martin County, Texas",89.0,7.0,0.07865168539325842,22399,5614,2574,2978,48,8,4,2,0,0,5614,2934,2680,468,467,545,443,401,641,606,854,311,223,378,235,42,32.2,914.956,0.307,5543,4845,4001,1230,698,1626,72,50,142,141,229,233,214,217,146,182,69722,94582,29225,53162,36635,7.865168539325843,1.5853224082650517,398.9846811542572,6.135814181228388,1,264,370,1081,363,634,447,10,2636,3571,1766,277,4959,655,2965,1771,836,0.4584966156038475,0.5304595653722836,0.008550053437833986,0.0014250089063056644,0.0007125044531528322,0.0003562522265764161,0.0,0.0,0.5226220163876024,0.4773779836123976,0.08336302101888136,0.08318489490559318,0.0970787317420734,0.07890986818667617,0.07142857142857142,0.11417883861774135,0.10794442465265408,0.15211970074812967,0.0553972212326327,0.0397221232632704,0.06733167082294264,0.041859636622728895,0.007481296758104737,0.8740754104275663,0.1259245895724337,0.044280442804428034,0.03075030750307503,0.08733087330873307,0.08671586715867159,0.14083640836408365,0.14329643296432965,0.13161131611316113,0.13345633456334566,0.0897908979089791,0.11193111931119312,0.16236162361623616,0.22755227552275525,0.6648216482164822,0.22324723247232472,0.3899138991389914,0.2749077490774908,0.0017812611328820805,0.4695404346277165,0.6360883505521909,0.3145707160669754,0.04934093338083363,0.8833273957962238,0.11667260420377627,0.5281439258995368,0.3154613466334165,0.14891343070894192,Martin County
156,"Mason County, Texas",80.0,2.0,0.025,1086,4161,978,3029,1,12,92,0,0,49,4161,2146,2015,213,124,297,351,200,316,445,533,318,320,643,331,70,46.9,928.836,0.253,4150,3306,2579,1584,844,1667,166,133,158,232,310,218,201,120,80,49,40708,60697,25602,38106,28289,2.5,1.9226147560682527,26.099495313626534,4.479800524527473,1,457,542,1418,200,999,419,61,1132,1946,1814,401,3117,1044,1501,1296,1294,0.2350396539293439,0.7279500120163422,0.0002403268445085316,0.002883922134102379,0.022110069694784903,0.0,0.0,0.011776015380918048,0.5157414083153088,0.4842585916846912,0.05118961788031723,0.029800528719057917,0.07137707281903387,0.08435472242249459,0.04806536890170632,0.07594328286469597,0.10694544580629656,0.12809420812304734,0.07642393655371305,0.07690459024273011,0.1545301610189858,0.07954818553232396,0.016822879115597208,0.7966265060240963,0.2033734939759036,0.09958008398320337,0.07978404319136173,0.09478104379124176,0.13917216556688666,0.1859628074385123,0.1307738452309538,0.1205758848230354,0.07198560287942411,0.04799040191961608,0.02939412117576485,0.2741451709658068,0.3251349730053989,0.850629874025195,0.1199760047990402,0.5992801439712058,0.2513497300539892,0.014659937515020429,0.27204998798365776,0.4676760394136025,0.4359528959384763,0.09637106464792117,0.749098774333093,0.250901225666907,0.3607305936073059,0.3114635904830569,0.3109829367940399,Mason County
157,"Matagorda County, Texas",1094.0,53.0,0.04844606946983546,91904,36743,15441,16330,3587,98,710,53,0,524,36743,18319,18424,2579,2556,2764,2339,2361,4636,4015,4498,2328,2767,3214,1752,934,37.8,1092.896,0.362,36342,29201,19869,13234,7141,13636,1610,906,1448,1484,1919,2351,1588,1410,427,493,45500,62232,24376,50541,31655,4.8446069469835455,2.9774378793239533,250.12655471790544,33.61985037917607,2,3964,3403,11306,1837,7367,3939,675,20413,21250,12807,2686,30843,5900,17235,10841,7733,0.4202433116511989,0.4444383964292518,0.09762403723158153,0.0026671746999428463,0.019323408540402254,0.001442451623438478,0.0,0.0142612198241842,0.4985711564107449,0.5014288435892551,0.07019024031788368,0.06956427074544813,0.07522521296573496,0.06365838390986038,0.06425713741392919,0.12617369294831668,0.1092725144925564,0.12241787551370327,0.06335900715782597,0.07530686117083528,0.08747244373077866,0.04768255177857007,0.02541980785455733,0.803505585823565,0.19649441417643496,0.11806981519507187,0.06644177178058082,0.10618949838662364,0.10882956878850104,0.14073041947785275,0.17241126430038134,0.11645643883836902,0.10340275740686418,0.031314168377823415,0.036154297447931937,0.29070108536227635,0.24955998826635375,0.8291287767673805,0.13471692578468758,0.5402610736286301,0.2888677031387504,0.01837084614756552,0.5555616035707481,0.5783414527937294,0.3485561875731432,0.0731023596331274,0.8394251966360939,0.16057480336390606,0.469068938301173,0.2950493971640857,0.210461856680184,Matagorda County
158,"Maverick County, Texas",4182.0,146.0,0.034911525585844094,158,57970,55206,1439,236,652,269,32,136,0,57970,28736,29234,5540,4796,4904,5194,4930,7450,6951,6309,2718,2582,3772,2245,579,29.6,1279.472,0.307,57698,40321,22777,19871,17377,16307,1715,1607,2630,1748,2015,2589,1955,1250,551,247,38035,54137,16891,42442,23796,3.4911525585844085,7.2140762463343115,0.2725547697084699,45.307751947678426,3,5952,3763,14259,1801,9715,4544,820,56531,39765,15381,2824,51374,6596,32814,15978,8599,0.952320165602898,0.0248231844057271,0.004071071243746766,0.011247196825944454,0.0046403312057961025,0.000552009660169053,0.002346041055718475,0.0,0.4957046748318096,0.5042953251681904,0.09556667241676728,0.08273244781783681,0.08459548042090738,0.08959806796618941,0.08504398826979473,0.12851474900810764,0.11990684836984647,0.10883215456270484,0.04688632051060893,0.04454027945489046,0.06506813869242711,0.03872692772123512,0.009987924788683804,0.6988283822662831,0.3011716177337169,0.1051695590850555,0.09854663641381002,0.1612804317164408,0.1071932299012694,0.12356656650518184,0.15876617403569018,0.11988716502115655,0.07665419758385969,0.03378917029496535,0.015146869442570675,0.3649966272153063,0.2307597964064512,0.8744097626786043,0.11044336787882504,0.5957564236217575,0.27865333905684675,0.014145247541831982,0.9751768155942728,0.6859582542694497,0.2653268932206313,0.048714852509918916,0.8862170087976541,0.11378299120234606,0.5660514058996032,0.27562532344316026,0.1483353458685527,Maverick County
159,"McCulloch County, Texas",202.0,4.0,0.0198019801980198,7613,8098,2587,4945,148,2,16,0,251,149,8098,4260,3838,536,457,532,436,422,825,898,1080,539,584,1059,491,239,44.6,1065.601,0.31,7960,6496,4869,2929,1464,3255,275,203,386,347,534,732,362,286,35,95,45329,58607,24409,45357,26534,1.98019801980198,2.4944430723635462,94.01086688071129,7.599467342842207,2,864,881,2839,321,1745,1094,402,3153,4106,3262,730,6309,1789,3208,2517,2134,0.31946159545566805,0.6106446036058286,0.018276117559891333,0.00024697456162015306,0.001975796492961225,0.0,0.03099530748332922,0.018399604840701408,0.5260558162509261,0.4739441837490738,0.06618918251420104,0.056433687330204985,0.06569523339096073,0.05384045443319338,0.052111632501852315,0.10187700666831316,0.11089157816744877,0.13336626327488268,0.06655964435663128,0.07211657199308473,0.13077303037787108,0.060632254877747586,0.029513460113608295,0.8160804020100503,0.18391959798994972,0.08448540706605223,0.06236559139784946,0.11858678955453147,0.106605222734255,0.1640552995391705,0.2248847926267281,0.11121351766513056,0.08786482334869432,0.010752688172043013,0.02918586789554532,0.2654377880184332,0.2706605222734255,0.8721966205837174,0.09861751152073732,0.5360983102918587,0.33609831029185866,0.04964188688565078,0.3893553963941714,0.5070387750061743,0.4028155100024697,0.09014571499135587,0.7790812546307729,0.22091874536922695,0.3961471968387256,0.31081748579896273,0.26352185724870336,McCulloch County
160,"McLennan County, Texas",9772.0,131.0,0.013405648792468276,1018,248429,64733,139766,35575,418,3957,30,304,3646,248429,121359,127070,17541,16956,16751,20889,26258,31956,28004,27705,14318,13611,19183,10742,4515,33.2,1037.122,0.342,244239,207404,158338,77096,36835,89034,8072,4770,10774,10095,12112,15229,9979,11162,3631,3210,48199,66650,24826,42600,33357,1.3405648792468277,3.9335182285481967,0.4097750262650496,239.53691079737962,3,23616,22207,71031,14793,45823,25208,4398,108663,158355,74817,15257,213989,34440,130351,70027,43536,0.2605694182241204,0.5625993744691642,0.14319986797032552,0.0016825732905578655,0.015928092130950894,0.00012075884860463152,0.0012236896658602658,0.014676225400416215,0.4885057702603158,0.5114942297396842,0.07060769877912804,0.06825290123133773,0.06742771576587274,0.08408438628340492,0.10569619488868047,0.12863232553365347,0.11272435987747002,0.1115207966863772,0.057634173144037126,0.054788289611921316,0.07721723309275487,0.043239718390365056,0.018174206714997043,0.8491846101564451,0.1508153898435549,0.09066199429431453,0.05357503874924186,0.1210099512545769,0.11338365118943325,0.13603791809870386,0.17104701574679335,0.11208077812970324,0.12536783700608756,0.04078217310241032,0.036053642428735086,0.2652469842981333,0.2494215692881371,0.7977963474627671,0.16615001010849784,0.5146685535862704,0.2831277938764966,0.01770324720543898,0.43740062553083575,0.6374255823595474,0.3011604925350905,0.0614139251053621,0.861368841801883,0.13863115819811694,0.5247012224820774,0.2818793297078843,0.17524524109504125,McLennan County
161,"McMullen County, Texas",24.0,1.0,0.04166666666666666,661,662,332,326,0,4,0,0,0,0,662,387,275,45,54,56,19,24,82,125,35,58,27,75,42,20,40.2,1139.799,0.241,662,581,502,210,81,223,16,14,6,10,42,45,26,23,16,25,68750,91265,32556,58750,31875,4.166666666666666,3.625377643504532,99.84894259818728,0.5808041593298467,3,36,52,159,39,88,71,4,336,405,195,62,525,137,280,218,144,0.5015105740181269,0.4924471299093656,0.0,0.006042296072507553,0.0,0.0,0.0,0.0,0.5845921450151057,0.41540785498489424,0.06797583081570997,0.08157099697885196,0.08459214501510574,0.02870090634441088,0.03625377643504532,0.12386706948640484,0.18882175226586104,0.052870090634441085,0.08761329305135952,0.04078549848942598,0.11329305135951663,0.0634441087613293,0.03021148036253777,0.877643504531722,0.12235649546827795,0.07174887892376683,0.06278026905829596,0.02690582959641256,0.044843049327354265,0.18834080717488788,0.20179372197309414,0.11659192825112108,0.1031390134529148,0.07174887892376683,0.11210762331838564,0.16143497757847533,0.23318385650224216,0.7130044843049327,0.17488789237668162,0.3946188340807175,0.3183856502242152,0.006042296072507553,0.5075528700906344,0.6117824773413897,0.2945619335347432,0.09365558912386708,0.7930513595166163,0.20694864048338368,0.4229607250755287,0.3293051359516616,0.2175226586102719,McMullen County
162,"Medina County, Texas",1274.0,48.0,0.03767660910518053,11077,49334,25470,21679,1157,99,356,11,0,562,49334,25551,23783,2891,3061,3442,3492,3486,6103,5643,6687,3387,3198,4795,2163,986,39.3,1325.359,0.37,46905,40650,32565,14981,6255,15470,1104,827,1194,1511,1600,3101,1769,2669,981,714,61059,78044,26274,46881,36149,3.767660910518053,2.582397535168444,22.453074958446507,37.22312218802604,2,3125,3111,11106,3650,6236,4870,672,27655,28118,18067,3149,41390,7944,22475,15717,10156,0.5162768070701748,0.4394332509020149,0.023452385778570558,0.002006729638788665,0.0072161187010986345,0.00022296995986540724,0.0,0.011391737949487168,0.5179186767746382,0.4820813232253618,0.0586005594518993,0.06204645883163741,0.06976932744152106,0.07078282725909109,0.07066120728098269,0.1237077877325982,0.1143835894109539,0.13554546560181618,0.06865447764219403,0.0648234483317793,0.09719463250496617,0.04384400210807962,0.019986216402481046,0.8666453469779342,0.13335465302206587,0.0713639301874596,0.05345830639948287,0.07718164188752424,0.09767291531997414,0.10342598577892696,0.2004524886877828,0.11435035552682613,0.17252747252747253,0.06341305753070459,0.04615384615384616,0.2020038784744667,0.2010989010989011,0.7179056237879767,0.2359405300581771,0.4031027795733678,0.3148028442146089,0.01362143754814124,0.5605667490979852,0.5699517574086836,0.3662180240807557,0.06383021851056067,0.8389751489844732,0.16102485101552685,0.4555681679977298,0.3185835326549641,0.20586208294482508,Medina County
163,"Menard County, Texas",62.0,0.0,0.0,1017,2123,728,1319,14,12,0,0,0,50,2123,1117,1006,26,140,117,69,55,298,177,352,161,164,327,174,63,49.1,902.027,0.29100000000000004,2074,1422,1095,775,652,992,81,86,216,72,156,127,147,63,38,6,40606,51494,25067,34269,25909,0.0,2.9203956665096564,47.90390956194065,2.3535880855007667,2,383,228,885,101,611,274,62,804,882,1004,237,1559,564,705,690,665,0.34291097503532736,0.6212906264719736,0.00659444182760245,0.005652378709373528,0.0,0.0,0.0,0.023551577955723036,0.5261422515308526,0.4738577484691474,0.012246820536975978,0.0659444182760245,0.055110692416391896,0.03250117757889778,0.02590673575129533,0.14036740461610928,0.08337258596325954,0.16580310880829016,0.07583608101742817,0.07724917569477155,0.15402731983042864,0.08195949128591616,0.029674988224211017,0.6856316297010607,0.3143683702989393,0.08165322580645161,0.08669354838709678,0.21774193548387094,0.07258064516129033,0.15725806451612906,0.1280241935483871,0.14818548387096775,0.06350806451612903,0.038306451612903226,0.006048387096774193,0.3860887096774194,0.2298387096774193,0.8921370967741935,0.10181451612903226,0.6159274193548387,0.2762096774193548,0.02920395666509656,0.3787093735280264,0.4154498351389544,0.4729156853509185,0.1116344795101272,0.7343382006594442,0.26566179934055584,0.3320772491756948,0.3250117757889779,0.3132359868111164,Menard County
